YEAR	STATE	SUM	REGION
1976	NEBRSKA	55	Midwest
1976	NEVADA	84	West
1976	NEW HAMPSHIRE	10	Northeast
1976	NEW JERSEY	626	Northeast
1976	NEW MEXICO	16	West
1976	NEW YORK	3093	Northeast
1976	NORTH CAROLINA	19	South
1976	NORTH DAKOTA	3	Midwest
1976	OHIO	726	Midwest
1976	OKLAHOMA	289	South
1976	OREGON	175	West
1976	PENNSYLVANIA	3389	Northeast
1976	RHODE ISLAND	21	Northeast
1976	SOUTH CAROLINA	5	South
1976	SOUTH DAKOTA	5	Midwest
1976	TENNESSEE	212	South
1976	TEXAS	262	South
1976	UTAH	2197	West
1976	VERMONT	169	Northeast
1976	VIRGINIA	856	South
1976	WASHINGTON	387	West
1976	WEST VIRGINIA	212	South
1976	WISCONSIN	4096	Midwest
1976	WYOMING	4	West
1977	ALABAMA	79	South
1977	ALASKA	61	West
1977	ARIZONA	218	West
1977	ARKANSAS	46	South
1977	CALIFORNIA	7938	West
1977	COLORADO	434	West
1977	CONNECTICUT	774	Northeast
1977	DELAWARE	7	South
1977	DISTRICT OF COLUMBIA	14	South
1977	FLORIDA	301	South
1977	GEORGIA	762	South
1977	HAWAII	44	West
1977	IDAHO	169	West
1977	ILLINOIS	1889	Midwest
1977	INDIANA	3894	Midwest
1977	IOWA	3611	Midwest
1977	KANSAS	1430	Midwest
1977	KENTUCKY	1192	South
1977	LOUISIANA	91	South
1977	MAINE	177	Northeast
1977	MARYLAND	355	South
1977	MASSACHUSETTS	705	Northeast
1977	MICHIGAN	1243	Midwest
1977	MINNESOTA	2734	Midwest
1977	MISSISSIPPI	52	South
1977	MISSOURI	909	Midwest
1977	MONTANA	936	West
1977	NEBRSKA	214	Midwest
1977	NEVADA	78	West
1977	NEW HAMPSHIRE	259	Northeast
1977	NEW JERSEY	196	Northeast
1977	NEW MEXICO	24	West
1977	NEW YORK	4630	Northeast
1977	NORTH CAROLINA	52	South
1977	NORTH DAKOTA	31	Midwest
1977	OHIO	1867	Midwest
1977	OKLAHOMA	52	South
1977	OREGON	321	West
1977	PENNSYLVANIA	3216	Northeast
1977	RHODE ISLAND	64	Northeast
1977	SOUTH CAROLINA	101	South
1977	SOUTH DAKOTA	73	Midwest
1977	TENNESSEE	707	South
1977	TEXAS	1889	South
1977	UTAH	24	West
1977	VERMONT	235	Northeast
1977	VIRGINIA	2676	South
1977	WASHINGTON	481	West
1977	WEST VIRGINIA	267	South
1977	WISCONSIN	2107	Midwest
1977	WYOMING	25	West
1978	ALABAMA	132	South
1978	ALASKA	2	West
1978	ARIZONA	66	West
1978	ARKANSAS	22	South
1978	CALIFORNIA	646	West
1978	COLORADO	50	West
1978	CONNECTICUT	528	Northeast
1978	DELAWARE	11	South
1978	DISTRICT OF COLUMBIA	2	South
1978	FLORIDA	1094	South
1978	GEORGIA	56	South
1978	HAWAII	21	West
1978	IDAHO	4	West
1978	ILLINOIS	792	Midwest
1978	INDIANA	219	Midwest
1978	IOWA	87	Midwest
1978	KANSAS	105	Midwest
1978	KENTUCKY	122	South
1978	LOUISIANA	878	South
1978	MAINE	1322	Northeast
1978	MARYLAND	51	South
1978	MASSACHUSETTS	315	Northeast
1978	MICHIGAN	7618	Midwest
1978	MINNESOTA	86	Midwest
1978	MISSISSIPPI	782	South
1978	MISSOURI	174	Midwest
1978	MONTANA	109	West
1978	NEBRSKA	8	Midwest
1978	NEVADA	20	West
1978	NEW HAMPSHIRE	65	Northeast
1978	NEW JERSEY	76	Northeast
1978	NEW MEXICO	0	West
1978	NEW YORK	1840	Northeast
1978	NORTH CAROLINA	125	South
1978	NORTH DAKOTA	179	Midwest
1978	OHIO	501	Midwest
1978	OKLAHOMA	28	South
1978	OREGON	532	West
1978	PENNSYLVANIA	327	Northeast
1978	RHODE ISLAND	8	Northeast
1978	SOUTH CAROLINA	200	South
1978	SOUTH DAKOTA	0	Midwest
1978	TENNESSEE	1016	South
1978	TEXAS	1047	South
1978	UTAH	46	West
1978	VERMONT	53	Northeast
1978	VIRGINIA	2648	South
1978	WASHINGTON	429	West
1978	WEST VIRGINIA	885	South
1978	WISCONSIN	1557	Midwest
1978	WYOMING	0	West
1979	ALABAMA	129	South
1979	ALASKA	18	West
1979	ARIZONA	88	West
1979	ARKANSAS	11	South
1979	CALIFORNIA	974	West
1979	COLORADO	73	West
1979	CONNECTICUT	4	Northeast
1979	DELAWARE	1	South
1979	DISTRICT OF COLUMBIA	1	South
1979	FLORIDA	607	South
1979	GEORGIA	555	South
1979	HAWAII	77	West
1979	IDAHO	22	West
1979	ILLINOIS	1317	Midwest
1979	INDIANA	200	Midwest
1979	IOWA	16	Midwest
1979	KANSAS	75	Midwest
1979	KENTUCKY	60	South
1979	LOUISIANA	260	South
1979	MAINE	21	Northeast
1979	MARYLAND	17	South
1979	MASSACHUSETTS	27	Northeast
1979	MICHIGAN	875	Midwest
1979	MINNESOTA	1218	Midwest
1979	MISSISSIPPI	27	South
1979	MISSOURI	479	Midwest
1979	MONTANA	62	West
1979	NEBRSKA	67	Midwest
1979	NEVADA	21	West
1979	NEW HAMPSHIRE	29	Northeast
1979	NEW JERSEY	50	Northeast
1979	NEW MEXICO	41	West
1979	NEW YORK	1563	Northeast
1979	NORTH CAROLINA	115	South
1979	NORTH DAKOTA	17	Midwest
1979	OHIO	326	Midwest
1979	OKLAHOMA	26	South
1979	OREGON	73	West
1979	PENNSYLVANIA	63	Northeast
1979	RHODE ISLAND	103	Northeast
1979	SOUTH CAROLINA	105	South
1979	SOUTH DAKOTA	2	Midwest
1979	TENNESSEE	80	South
1979	TEXAS	648	South
1979	UTAH	22	West
1979	VERMONT	119	Northeast
1979	VIRGINIA	320	South
1979	WASHINGTON	1039	West
1979	WEST VIRGINIA	89	South
1979	WISCONSIN	647	Midwest
1979	WYOMING	2	West
1980	ALABAMA	22	South
1980	ALASKA	6	West
1980	ARIZONA	326	West
1980	ARKANSAS	18	South
1980	CALIFORNIA	886	West
1980	COLORADO	24	West
1980	CONNECTICUT	27	Northeast
1980	DELAWARE	4	South
1980	DISTRICT OF COLUMBIA	5	South
1980	FLORIDA	407	South
1980	GEORGIA	847	South
1980	HAWAII	9	West
1980	IDAHO	0	West
1980	ILLINOIS	339	Midwest
1980	INDIANA	110	Midwest
1980	IOWA	2	Midwest
1980	KANSAS	74	Midwest
1980	KENTUCKY	63	South
1980	LOUISIANA	19	South
1980	MAINE	48	Northeast
1980	MARYLAND	85	South
1980	MASSACHUSETTS	58	Northeast
1980	MICHIGAN	280	Midwest
1980	MINNESOTA	1106	Midwest
1980	MISSISSIPPI	99	South
1980	MISSOURI	50	Midwest
1980	MONTANA	2	West
1980	NEBRSKA	78	Midwest
1980	NEVADA	12	West
1980	NEW HAMPSHIRE	250	Northeast
1980	NEW JERSEY	662	Northeast
1980	NEW MEXICO	13	West
1980	NEW YORK	1930	Northeast
1980	NORTH CAROLINA	131	South
1980	NORTH DAKOTA	0	Midwest
1980	OHIO	380	Midwest
1980	OKLAHOMA	702	South
1980	OREGON	2	West
1980	PENNSYLVANIA	1127	Northeast
1980	RHODE ISLAND	2	Northeast
1980	SOUTH CAROLINA	160	South
1980	SOUTH DAKOTA	0	Midwest
1980	TENNESSEE	179	South
1980	TEXAS	197	South
1980	UTAH	45	West
1980	VERMONT	216	Northeast
1980	VIRGINIA	358	South
1980	WASHINGTON	173	West
1980	WEST VIRGINIA	35	South
1980	WISCONSIN	1479	Midwest
1980	WYOMING	0	West
1981	ALABAMA	0	South
1981	ALASKA	0	West
1981	ARIZONA	11	West
1981	ARKANSAS	14	South
1981	CALIFORNIA	347	West
1981	COLORADO	8	West
1981	CONNECTICUT	9	Northeast
1981	DELAWARE	0	South
1981	DISTRICT OF COLUMBIA	2	South
1981	FLORIDA	300	South
1981	GEORGIA	110	South
1981	HAWAII	8	West
1981	IDAHO	2	West
1981	ILLINOIS	28	Midwest
1981	INDIANA	18	Midwest
1981	IOWA	1	Midwest
1981	KANSAS	1	Midwest
1981	KENTUCKY	1	South
1981	LOUISIANA	4	South
1981	MAINE	5	Northeast
1981	MARYLAND	5	South
1981	MASSACHUSETTS	61	Northeast
1981	MICHIGAN	35	Midwest
1981	MINNESOTA	8	Midwest
1981	MISSISSIPPI	0	South
1981	MISSOURI	1	Midwest
1981	MONTANA	0	West
1981	NEBRSKA	4	Midwest
1981	NEVADA	14	West
1981	NEW HAMPSHIRE	9	Northeast
1981	NEW JERSEY	59	Northeast
1981	NEW MEXICO	15	West
1981	NEW YORK	349	Northeast
1981	NORTH CAROLINA	6	South
1981	NORTH DAKOTA	0	Midwest
1981	OHIO	20	Midwest
1981	OKLAHOMA	8	South
1981	OREGON	5	West
1981	PENNSYLVANIA	513	Northeast
1981	RHODE ISLAND	0	Northeast
1981	SOUTH CAROLINA	0	South
1981	SOUTH DAKOTA	0	Midwest
1981	TENNESSEE	4	South
1981	TEXAS	924	South
1981	UTAH	0	West
1981	VERMONT	2	Northeast
1981	VIRGINIA	13	South
1981	WASHINGTON	4	West
1981	WEST VIRGINIA	12	South
1981	WISCONSIN	6	Midwest
1981	WYOMING	1	West
1982	ALABAMA	2	South
1982	ALASKA	1	West
1982	ARIZONA	16	West
1982	ARKANSAS	0	South
1982	CALIFORNIA	800	West
1982	COLORADO	7	West
1982	CONNECTICUT	8	Northeast
1982	DELAWARE	0	South
1982	DISTRICT OF COLUMBIA	1	South
1982	FLORIDA	214	South
1982	GEORGIA	0	South
1982	HAWAII	5	West
1982	IDAHO	0	West
1982	ILLINOIS	25	Midwest
1982	INDIANA	3	Midwest
1982	IOWA	0	Midwest
1982	KANSAS	44	Midwest
1982	KENTUCKY	2	South
1982	LOUISIANA	15	South
1982	MAINE	0	Northeast
1982	MARYLAND	5	South
1982	MASSACHUSETTS	5	Northeast
1982	MICHIGAN	56	Midwest
1982	MINNESOTA	0	Midwest
1982	MISSISSIPPI	4	South
1982	MISSOURI	2	Midwest
1982	MONTANA	0	West
1982	NEBRSKA	3	Midwest
1982	NEVADA	0	West
1982	NEW HAMPSHIRE	5	Northeast
1982	NEW JERSEY	6	Northeast
1982	NEW MEXICO	0	West
1982	NEW YORK	182	Northeast
1982	NORTH CAROLINA	2	South
1982	NORTH DAKOTA	0	Midwest
1982	OHIO	3	Midwest
1982	OKLAHOMA	33	South
1982	OREGON	19	West
1982	PENNSYLVANIA	7	Northeast
1982	RHODE ISLAND	0	Northeast
1982	SOUTH CAROLINA	0	South
1982	SOUTH DAKOTA	0	Midwest
1982	TENNESSEE	6	South
1982	TEXAS	175	South
1982	UTAH	3	West
1982	VERMONT	2	Northeast
1982	VIRGINIA	8	South
1982	WASHINGTON	37	West
1982	WEST VIRGINIA	2	South
1982	WISCONSIN	1	Midwest
1982	WYOMING	0	West
1983	ALABAMA	1	South
1983	ALASKA	0	West
1983	ARIZONA	0	West
1983	ARKANSAS	1	South
1983	CALIFORNIA	156	West
1983	COLORADO	0	West
1983	CONNECTICUT	0	Northeast
1983	DELAWARE	0	South
1983	DISTRICT OF COLUMBIA	0	South
1983	FLORIDA	161	South
1983	GEORGIA	8	South
1983	HAWAII	1	West
1983	IDAHO	1	West
1983	ILLINOIS	195	Midwest
1983	INDIANA	371	Midwest
1983	IOWA	0	Midwest
1983	KANSAS	0	Midwest
1983	KENTUCKY	0	South
1983	LOUISIANA	4	South
1983	MAINE	0	Northeast
1983	MARYLAND	8	South
1983	MASSACHUSETTS	8	Northeast
1983	MICHIGAN	3	Midwest
1983	MINNESOTA	0	Midwest
1983	MISSISSIPPI	2	South
1983	MISSOURI	2	Midwest
1983	MONTANA	0	West
1983	NEBRSKA	0	Midwest
1983	NEVADA	2	West
1983	NEW HAMPSHIRE	0	Northeast
1983	NEW JERSEY	27	Northeast
1983	NEW MEXICO	0	West
1983	NEW YORK	31	Northeast
1983	NORTH CAROLINA	0	South
1983	NORTH DAKOTA	0	Midwest
1983	OHIO	88	Midwest
1983	OKLAHOMA	1	South
1983	OREGON	10	West
1983	PENNSYLVANIA	0	Northeast
1983	RHODE ISLAND	0	Northeast
1983	SOUTH CAROLINA	0	South
1983	SOUTH DAKOTA	0	Midwest
1983	TENNESSEE	1	South
1983	TEXAS	37	South
1983	UTAH	10	West
1983	VERMONT	0	Northeast
1983	VIRGINIA	21	South
1983	WASHINGTON	31	West
1983	WEST VIRGINIA	1	South
1983	WISCONSIN	0	Midwest
1983	WYOMING	0	West
1984	ALABAMA	0	South
1984	ALASKA	0	West
1984	ARIZONA	0	West
1984	ARKANSAS	9	South
1984	CALIFORNIA	312	West
1984	COLORADO	0	West
1984	CONNECTICUT	10	Northeast
1984	DELAWARE	0	South
1984	DISTRICT OF COLUMBIA	0	South
1984	FLORIDA	16	South
1984	GEORGIA	3	South
1984	HAWAII	173	West
1984	IDAHO	0	West
1984	ILLINOIS	153	Midwest
1984	INDIANA	2	Midwest
1984	IOWA	0	Midwest
1984	KANSAS	0	Midwest
1984	KENTUCKY	1	South
1984	LOUISIANA	8	South
1984	MAINE	0	Northeast
1984	MARYLAND	13	South
1984	MASSACHUSETTS	85	Northeast
1984	MICHIGAN	299	Midwest
1984	MINNESOTA	45	Midwest
1984	MISSISSIPPI	0	South
1984	MISSOURI	6	Midwest
1984	MONTANA	0	West
1984	NEBRSKA	0	Midwest
1984	NEVADA	0	West
1984	NEW HAMPSHIRE	33	Northeast
1984	NEW JERSEY	6	Northeast
1984	NEW MEXICO	73	West
1984	NEW YORK	146	Northeast
1984	NORTH CAROLINA	0	South
1984	NORTH DAKOTA	0	Midwest
1984	OHIO	10	Midwest
1984	OKLAHOMA	9	South
1984	OREGON	0	West
1984	PENNSYLVANIA	5	Northeast
1984	RHODE ISLAND	0	Northeast
1984	SOUTH CAROLINA	0	South
1984	SOUTH DAKOTA	0	Midwest
1984	TENNESSEE	0	South
1984	TEXAS	543	South
1984	UTAH	28	West
1984	VERMONT	4	Northeast
1984	VIRGINIA	4	South
1984	WASHINGTON	172	West
1984	WEST VIRGINIA	0	South
1984	WISCONSIN	32	Midwest
1984	WYOMING	0	West
1985	ALABAMA	0	South
1985	ALASKA	0	West
1985	ARIZONA	248	West
1985	ARKANSAS	0	South
1985	CALIFORNIA	259	West
1985	COLORADO	9	West
1985	CONNECTICUT	6	Northeast
1985	DELAWARE	0	South
1985	DISTRICT OF COLUMBIA	28	South
1985	FLORIDA	113	South
1985	GEORGIA	8	South
1985	HAWAII	24	West
1985	IDAHO	62	West
1985	ILLINOIS	274	Midwest
1985	INDIANA	3	Midwest
1985	IOWA	0	Midwest
1985	KANSAS	1	Midwest
1985	KENTUCKY	2	South
1985	LOUISIANA	42	South
1985	MAINE	0	Northeast
1985	MARYLAND	115	South
1985	MASSACHUSETTS	81	Northeast
1985	MICHIGAN	70	Midwest
1985	MINNESOTA	0	Midwest
1985	MISSISSIPPI	1	South
1985	MISSOURI	1	Midwest
1985	MONTANA	167	West
1985	NEBRSKA	0	Midwest
1985	NEVADA	0	West
1985	NEW HAMPSHIRE	0	Northeast
1985	NEW JERSEY	25	Northeast
1985	NEW MEXICO	4	West
1985	NEW YORK	166	Northeast
1985	NORTH CAROLINA	9	South
1985	NORTH DAKOTA	1	Midwest
1985	OHIO	0	Midwest
1985	OKLAHOMA	0	South
1985	OREGON	5	West
1985	PENNSYLVANIA	40	Northeast
1985	RHODE ISLAND	0	Northeast
1985	SOUTH CAROLINA	1	South
1985	SOUTH DAKOTA	0	Midwest
1985	TENNESSEE	0	South
1985	TEXAS	423	South
1985	UTAH	0	West
1985	VERMONT	0	Northeast
1985	VIRGINIA	28	South
1985	WASHINGTON	89	West
1985	WEST VIRGINIA	47	South
1985	WISCONSIN	58	Midwest
1985	WYOMING	5	West
1986	ALABAMA	1	South
1986	ALASKA	0	West
1986	ARIZONA	256	West
1986	ARKANSAS	286	South
1986	CALIFORNIA	429	West
1986	COLORADO	5	West
1986	CONNECTICUT	9	Northeast
1986	DELAWARE	1	South
1986	DISTRICT OF COLUMBIA	0	South
1986	FLORIDA	400	South
1986	GEORGIA	93	South
1986	HAWAII	30	West
1986	IDAHO	1	West
1986	ILLINOIS	414	Midwest
1986	INDIANA	38	Midwest
1986	IOWA	141	Midwest
1986	KANSAS	99	Midwest
1986	KENTUCKY	3	South
1986	LOUISIANA	4	South
1986	MAINE	15	Northeast
1986	MARYLAND	35	South
1986	MASSACHUSETTS	37	Northeast
1986	MICHIGAN	107	Midwest
1986	MINNESOTA	36	Midwest
1986	MISSISSIPPI	10	South
1986	MISSOURI	31	Midwest
1986	MONTANA	2	West
1986	NEBRSKA	0	Midwest
1986	NEVADA	3	West
1986	NEW HAMPSHIRE	28	Northeast
1986	NEW JERSEY	891	Northeast
1986	NEW MEXICO	38	West
1986	NEW YORK	945	Northeast
1986	NORTH CAROLINA	4	South
1986	NORTH DAKOTA	21	Midwest
1986	OHIO	0	Midwest
1986	OKLAHOMA	32	South
1986	OREGON	7	West
1986	PENNSYLVANIA	27	Northeast
1986	RHODE ISLAND	2	Northeast
1986	SOUTH CAROLINA	255	South
1986	SOUTH DAKOTA	0	Midwest
1986	TENNESSEE	58	South
1986	TEXAS	372	South
1986	UTAH	13	West
1986	VERMONT	0	Northeast
1986	VIRGINIA	51	South
1986	WASHINGTON	214	West
1986	WEST VIRGINIA	2	South
1986	WISCONSIN	279	Midwest
1986	WYOMING	0	West
1987	ALABAMA	4	South
1987	ALASKA	0	West
1987	ARIZONA	35	West
1987	ARKANSAS	0	South
1987	CALIFORNIA	774	West
1987	COLORADO	9	West
1987	CONNECTICUT	22	Northeast
1987	DELAWARE	20	South
1987	DISTRICT OF COLUMBIA	0	South
1987	FLORIDA	85	South
1987	GEORGIA	9	South
1987	HAWAII	2	West
1987	IDAHO	0	West
1987	ILLINOIS	187	Midwest
1987	INDIANA	0	Midwest
1987	IOWA	0	Midwest
1987	KANSAS	0	Midwest
1987	KENTUCKY	0	South
1987	LOUISIANA	0	South
1987	MAINE	3	Northeast
1987	MARYLAND	11	South
1987	MASSACHUSETTS	65	Northeast
1987	MICHIGAN	28	Midwest
1987	MINNESOTA	28	Midwest
1987	MISSISSIPPI	4	South
1987	MISSOURI	190	Midwest
1987	MONTANA	137	West
1987	NEBRSKA	0	Midwest
1987	NEVADA	2	West
1987	NEW HAMPSHIRE	176	Northeast
1987	NEW JERSEY	39	Northeast
1987	NEW MEXICO	157	West
1987	NEW YORK	436	Northeast
1987	NORTH CAROLINA	14	South
1987	NORTH DAKOTA	0	Midwest
1987	OHIO	1	Midwest
1987	OKLAHOMA	4	South
1987	OREGON	82	West
1987	PENNSYLVANIA	30	Northeast
1987	RHODE ISLAND	2	Northeast
1987	SOUTH CAROLINA	2	South
1987	SOUTH DAKOTA	0	Midwest
1987	TENNESSEE	0	South
1987	TEXAS	417	South
1987	UTAH	0	West
1987	VERMONT	22	Northeast
1987	VIRGINIA	1	South
1987	WASHINGTON	48	West
1987	WEST VIRGINIA	0	South
1987	WISCONSIN	146	Midwest
1987	WYOMING	0	West
1988	ALABAMA	1	South
1988	ALASKA	1	West
1988	ARIZONA	3	West
1988	ARKANSAS	0	South
1988	CALIFORNIA	735	West
1988	COLORADO	116	West
1988	CONNECTICUT	17	Northeast
1988	DELAWARE	0	South
1988	DISTRICT OF COLUMBIA	0	South
1988	FLORIDA	167	South
1988	GEORGIA	0	South
1988	HAWAII	20	West
1988	IDAHO	0	West
1988	ILLINOIS	51	Midwest
1988	INDIANA	57	Midwest
1988	IOWA	0	Midwest
1988	KANSAS	1	Midwest
1988	KENTUCKY	35	South
1988	LOUISIANA	0	South
1988	MAINE	8	Northeast
1988	MARYLAND	15	South
1988	MASSACHUSETTS	5	Northeast
1988	MICHIGAN	31	Midwest
1988	MINNESOTA	21	Midwest
1988	MISSISSIPPI	32	South
1988	MISSOURI	21	Midwest
1988	MONTANA	77	West
1988	NEBRSKA	0	Midwest
1988	NEVADA	0	West
1988	NEW HAMPSHIRE	113	Northeast
1988	NEW JERSEY	329	Northeast
1988	NEW MEXICO	0	West
1988	NEW YORK	92	Northeast
1988	NORTH CAROLINA	2	South
1988	NORTH DAKOTA	0	Midwest
1988	OHIO	96	Midwest
1988	OKLAHOMA	8	South
1988	OREGON	36	West
1988	PENNSYLVANIA	521	Northeast
1988	RHODE ISLAND	0	Northeast
1988	SOUTH CAROLINA	0	South
1988	SOUTH DAKOTA	0	Midwest
1988	TENNESSEE	1	South
1988	TEXAS	14	South
1988	UTAH	0	West
1988	VERMONT	0	Northeast
1988	VIRGINIA	212	South
1988	WASHINGTON	7	West
1988	WEST VIRGINIA	6	South
1988	WISCONSIN	0	Midwest
1988	WYOMING	0	West
1989	ALABAMA	61	South
1989	ALASKA	0	West
1989	ARIZONA	145	West
1989	ARKANSAS	5	South
1989	CALIFORNIA	2192	West
1989	COLORADO	100	West
1989	CONNECTICUT	215	Northeast
1989	DELAWARE	36	South
1989	DISTRICT OF COLUMBIA	41	South
1989	FLORIDA	203	South
1989	GEORGIA	17	South
1989	HAWAII	31	West
1989	IDAHO	8	West
1989	ILLINOIS	2551	Midwest
1989	INDIANA	112	Midwest
1989	IOWA	12	Midwest
1989	KANSAS	118	Midwest
1989	KENTUCKY	43	South
1989	LOUISIANA	118	South
1989	MAINE	0	Northeast
1989	MARYLAND	120	South
1989	MASSACHUSETTS	108	Northeast
1989	MICHIGAN	393	Midwest
1989	MINNESOTA	7	Midwest
1989	MISSISSIPPI	1	South
1989	MISSOURI	509	Midwest
1989	MONTANA	13	West
1989	NEBRSKA	105	Midwest
1989	NEVADA	12	West
1989	NEW HAMPSHIRE	16	Northeast
1989	NEW JERSEY	411	Northeast
1989	NEW MEXICO	21	West
1989	NEW YORK	291	Northeast
1989	NORTH CAROLINA	195	South
1989	NORTH DAKOTA	0	Midwest
1989	OHIO	2722	Midwest
1989	OKLAHOMA	127	South
1989	OREGON	41	West
1989	PENNSYLVANIA	236	Northeast
1989	RHODE ISLAND	39	Northeast
1989	SOUTH CAROLINA	18	South
1989	SOUTH DAKOTA	0	Midwest
1989	TENNESSEE	139	South
1989	TEXAS	3129	South
1989	UTAH	119	West
1989	VERMONT	1	Northeast
1989	VIRGINIA	25	South
1989	WASHINGTON	52	West
1989	WEST VIRGINIA	53	South
1989	WISCONSIN	316	Midwest
1989	WYOMING	0	West
1990	ALABAMA	28	South
1990	ALASKA	27	West
1990	ARIZONA	285	West
1990	ARKANSAS	41	South
1990	CALIFORNIA	9598	West
1990	COLORADO	139	West
1990	CONNECTICUT	188	Northeast
1990	DELAWARE	9	South
1990	DISTRICT OF COLUMBIA	22	South
1990	FLORIDA	371	South
1990	GEORGIA	358	South
1990	HAWAII	41	West
1990	IDAHO	22	West
1990	ILLINOIS	1037	Midwest
1990	INDIANA	249	Midwest
1990	IOWA	26	Midwest
1990	KANSAS	235	Midwest
1990	KENTUCKY	42	South
1990	LOUISIANA	0	South
1990	MAINE	4	Northeast
1990	MARYLAND	206	South
1990	MASSACHUSETTS	32	Northeast
1990	MICHIGAN	377	Midwest
1990	MINNESOTA	404	Midwest
1990	MISSISSIPPI	13	South
1990	MISSOURI	53	Midwest
1990	MONTANA	0	West
1990	NEBRSKA	79	Midwest
1990	NEVADA	216	West
1990	NEW HAMPSHIRE	0	Northeast
1990	NEW JERSEY	191	Northeast
1990	NEW MEXICO	101	West
1990	NEW YORK	806	Northeast
1990	NORTH CAROLINA	45	South
1990	NORTH DAKOTA	0	Midwest
1990	OHIO	567	Midwest
1990	OKLAHOMA	177	South
1990	OREGON	39	West
1990	PENNSYLVANIA	448	Northeast
1990	RHODE ISLAND	30	Northeast
1990	SOUTH CAROLINA	4	South
1990	SOUTH DAKOTA	16	Midwest
1990	TENNESSEE	96	South
1990	TEXAS	3898	South
1990	UTAH	147	West
1990	VERMONT	0	Northeast
1990	VIRGINIA	75	South
1990	WASHINGTON	329	West
1990	WEST VIRGINIA	6	South
1990	WISCONSIN	657	Midwest
1990	WYOMING	0	West
1991	ALABAMA	1	South
1991	ALASKA	1	West
1991	ARIZONA	342	West
1991	ARKANSAS	0	South
1991	CALIFORNIA	1963	West
1991	COLORADO	11	West
1991	CONNECTICUT	23	Northeast
1991	DELAWARE	19	South
1991	DISTRICT OF COLUMBIA	0	South
1991	FLORIDA	297	South
1991	GEORGIA	15	South
1991	HAWAII	22	West
1991	IDAHO	439	West
1991	ILLINOIS	6	Midwest
1991	INDIANA	5	Midwest
1991	IOWA	16	Midwest
1991	KANSAS	9	Midwest
1991	KENTUCKY	26	South
1991	LOUISIANA	0	South
1991	MAINE	7	Northeast
1991	MARYLAND	179	South
1991	MASSACHUSETTS	43	Northeast
1991	MICHIGAN	35	Midwest
1991	MINNESOTA	27	Midwest
1991	MISSISSIPPI	0	South
1991	MISSOURI	0	Midwest
1991	MONTANA	0	West
1991	NEBRSKA	0	Midwest
1991	NEVADA	19	West
1991	NEW HAMPSHIRE	0	Northeast
1991	NEW JERSEY	1019	Northeast
1991	NEW MEXICO	77	West
1991	NEW YORK	1407	Northeast
1991	NORTH CAROLINA	45	South
1991	NORTH DAKOTA	0	Midwest
1991	OHIO	12	Midwest
1991	OKLAHOMA	0	South
1991	OREGON	82	West
1991	PENNSYLVANIA	1402	Northeast
1991	RHODE ISLAND	4	Northeast
1991	SOUTH CAROLINA	13	South
1991	SOUTH DAKOTA	0	Midwest
1991	TENNESSEE	10	South
1991	TEXAS	214	South
1991	UTAH	220	West
1991	VERMONT	4	Northeast
1991	VIRGINIA	21	South
1991	WASHINGTON	77	West
1991	WEST VIRGINIA	0	South
1991	WISCONSIN	7	Midwest
1991	WYOMING	3	West
1992	ALABAMA	0	South
1992	ALASKA	4	West
1992	ARIZONA	0	West
1992	ARKANSAS	0	South
1992	CALIFORNIA	61	West
1992	COLORADO	22	West
1992	CONNECTICUT	2	Northeast
1992	DELAWARE	3	South
1992	DISTRICT OF COLUMBIA	2	South
1992	FLORIDA	41	South
1992	GEORGIA	3	South
1992	HAWAII	49	West
1992	IDAHO	0	West
1992	ILLINOIS	9	Midwest
1992	INDIANA	12	Midwest
1992	IOWA	0	Midwest
1992	KANSAS	2	Midwest
1992	KENTUCKY	280	South
1992	LOUISIANA	0	South
1992	MAINE	3	Northeast
1992	MARYLAND	11	South
1992	MASSACHUSETTS	21	Northeast
1992	MICHIGAN	14	Midwest
1992	MINNESOTA	10	Midwest
1992	MISSISSIPPI	1	South
1992	MISSOURI	1	Midwest
1992	MONTANA	0	West
1992	NEBRSKA	0	Midwest
1992	NEVADA	1	West
1992	NEW HAMPSHIRE	16	Northeast
1992	NEW JERSEY	32	Northeast
1992	NEW MEXICO	1	West
1992	NEW YORK	112	Northeast
1992	NORTH CAROLINA	25	South
1992	NORTH DAKOTA	0	Midwest
1992	OHIO	5	Midwest
1992	OKLAHOMA	8	South
1992	OREGON	9	West
1992	PENNSYLVANIA	10	Northeast
1992	RHODE ISLAND	23	Northeast
1992	SOUTH CAROLINA	29	South
1992	SOUTH DAKOTA	0	Midwest
1992	TENNESSEE	0	South
1992	TEXAS	1002	South
1992	UTAH	0	West
1992	VERMONT	0	Northeast
1992	VIRGINIA	15	South
1992	WASHINGTON	0	West
1992	WEST VIRGINIA	0	South
1992	WISCONSIN	0	Midwest
1992	WYOMING	1	West
1993	ALABAMA	1	South
1993	ALASKA	0	West
1993	ARIZONA	3	West
1993	ARKANSAS	0	South
1993	CALIFORNIA	63	West
1993	COLORADO	0	West
1993	CONNECTICUT	6	Northeast
1993	DELAWARE	2	South
1993	DISTRICT OF COLUMBIA	0	South
1993	FLORIDA	27	South
1993	GEORGIA	1	South
1993	HAWAII	15	West
1993	IDAHO	0	West
1993	ILLINOIS	4	Midwest
1993	INDIANA	1	Midwest
1993	IOWA	0	Midwest
1993	KANSAS	0	Midwest
1993	KENTUCKY	0	South
